Title	Author	Price	Nook	Audio	Hardcover	Subject	Publisher	Published date	Pages	Number of reviews	Rating
The Color of Water: A Black Man's Tribute to His White Mother	James McBride	9.26	TRUE	TRUE	TRUE	"[u'Americans - Regional Biography', u'African American Biography & Memoir', u'General & Miscellaneous Biography', u'Peoples & Cultures - Biography', u'Family Memoirs - Biography', u'Ethnic & Minority Studies', u'African American Biography']"	Penguin Group (USA)	2/7/06	336	372	4
If I Stay	Gayle Forman	7.04	TRUE	TRUE	TRUE	[u'Teen Fiction']	Penguin Young Readers Group	4/6/10	320	1829	4
The Paper Garden: An Artist Begins Her Life's Work at 72	Molly Peacock	14.54	TRUE	TRUE	FALSE	"[u""Women's Biography"", u'Family Memoirs - Biography', u'Papercrafts', u'Other Artistic Techniques', u""Women's Biography"", u'Artists, Architects & Photographers - Biography']"	Bloomsbury USA	4/24/12	416	2	5
A Midwinter's Tail: A Magical Cats Mystery	Sofie Kelly	7.99	TRUE	FALSE	FALSE	[u'Mystery & Crime']	Signet	10/7/14	336	10	4
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus	Richard Preston	7.99	TRUE	FALSE	TRUE	"[u'Basic Sciences', u'Biology & Life Sciences', u'Applied Science', u'Science - Applied', u'Clinical Medicine', u'Biology', u'Health - Diseases & Disorders']"	Knopf Doubleday Publishing Group	7/28/95	448	297	4.5
My Conference Can Beat Your Conference: Why the SEC Still Rules College Football (Signed Book)	Paul Finebaum	19.99	TRUE	TRUE	FALSE	[u'Football & Rugby']	HarperCollins Publishers	8/5/14	320	2	2.5
"Delancey: A Man, a Woman, a Restaurant, a Marriage"	Molly Wizenberg	16.15	TRUE	TRUE	TRUE	"[u'General & Miscellaneous Biography', u""Women's Biography"", u'Family Memoirs - Biography', u'Business Biography', u'General & Miscellaneous Cooking', u""Women's Biography"", u'TV Cooks & Celebrity Chefs']"	Simon & Schuster	5/6/14	256	5	4.5
Uganda Be Kidding Me	Chelsea Handler	18.63	TRUE	TRUE	TRUE	"[u'Humor', u'Entertainment Biography', u""Women's Biography"", u'Travel - General & Miscellaneous', u'Comedy', u""Women's Biography""]"	Grand Central Publishing	3/4/14	272	77	4
"Rebbe: The Life and Teachings of Menachem M. Schneerson, the Most Influential Rabbi in Modern History"	Joseph Telushkin	19.24	TRUE	TRUE	FALSE	"[u'Judaism & Judaica', u'Movements & Sects - Judaism', u'Religious Biography', u'Jewish - Biography']"	HarperCollins Publishers	6/10/14	640	4	5
Autobiography of a Yogi	Paramahansa Yogananda	8.5	FALSE	TRUE	TRUE	"[u'Religious Biography', u'Asian Philosophy']"	Self-Realization Fellowship	12/28/78	592	24	4.5
Angela's Ashes: A Memoir	Frank McCourt	11.62	TRUE	TRUE	TRUE	"[u'Teens - Biography', u'Peoples & Cultures - Biography', u'Family Memoirs - Biography', u'British & Irish Literary Biography']"	Scribner	5/25/99	368	731	4.5
You Can't Make This Stuff Up: Life-Changing Lessons from Heaven	Theresa Caputo	17.93	TRUE	TRUE	TRUE	"[u'Astrology & Divination', u'Alternative Spirituality', u'Parapsychology']"	Atria Books	9/30/14	272	6	5
Some Luck	Jane Smiley	18.81	TRUE	TRUE	TRUE	"[u'American Fiction', u'World Literature', u'Fiction Subjects']"	Knopf Doubleday Publishing Group	10/7/14	416	3	3.5
Persepolis: The Story of a Childhood	Marjane Satrapi	8.07	FALSE	TRUE	FALSE	"[u'Teens - Life & Relationships', u'Graphic Novels & Comic Books', u'Teens - Biography', u""Women's Biography"", u'Peoples & Cultures - Biography', u""Teens - Women's Studies"", u""Women's Biography"", u'World Literature', u'Comics & Graphic Novels', u'Regional Studies']"	Knopf Doubleday Publishing Group	6/1/04	160	74	4.5
The Butler: A Witness to History	Wil Haygood	5.38	TRUE	TRUE	TRUE	"[u'African American Biography & Memoir', u'Historical Biography', u'United States History - 20th Century - 1945 to 2000', u'African American Biography']"	Atria / 37 Ink	7/30/13	112	207	3
Tennyson: Poems	Alfred Lord Tennyson	12.63	TRUE	TRUE	FALSE	"[u'Poetry - Literary Criticism', u'British & Irish Literary Biography', u'English, Irish, & Scottish Poetry', u'Literary Reference', u'English Literature']"	Knopf Doubleday Publishing Group	2/17/04	256	9	4.5
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck	Thug Kitchen	14.61	TRUE	TRUE	FALSE	"[u'Cooking for Special Diets', u'Vegetarian & Vegan Cooking']"	"Rodale Press, Inc."	10/7/14	240	7	4.5
The Maze Runner (Maze Runner Series #1)	James Dashner	6.49	TRUE	TRUE	TRUE	[u'Teen Fiction']	Random House Children's Books	8/24/10	400	3915	4.5
The Fault in Our Stars	John Green	8.32	TRUE	TRUE	TRUE	[u'Teen Fiction']	Penguin Young Readers Group	4/8/14	352	5978	4.5
"Delivering Happiness: A Path to Profits, Passion, and Purpose"	Tony Hsieh	11.73	TRUE	TRUE	TRUE	"[u'E-Commerce', u'Small Business', u'Organizational Behavior', u'Consumer Industries', u'Business Biography', u'Industry Profiles - Management']"	Grand Central Publishing	3/19/13	253	172	4
The Writing Life	Annie Dillard	11.57	TRUE	TRUE	TRUE	"[u""Women's Biography"", u'US & Canadian Literary Biography', u""Literary Figures - Women's Biography"", u'Writing']"	HarperCollins Publishers	8/28/90	128	11	3.5
Eating Animals	Jonathan Safran Foer	11.99	TRUE	TRUE	FALSE	"[u'Diet & Nutrition', u'General & Miscellaneous Biography', u'Vegetarian & Vegan Cooking', u'Ethics & Moral Philosophy']"	"Little, Brown and Company"	9/1/10	341	219	4.5
"Delivering Happiness: A Path to Profits, Passion, and Purpose"	Tony Hsieh	11.73	TRUE	TRUE	TRUE	"[u'E-Commerce', u'Small Business', u'Organizational Behavior', u'Consumer Industries', u'Business Biography', u'Industry Profiles - Management']"	Grand Central Publishing	3/19/13	253	172	4
Gone Girl	Gillian Flynn	9.06	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Crown Publishing Group	4/22/14	432	4881	4
Tales from a Not-So-Happily Ever After (Dork Diaries Series #8)	Rachel Rene Russell	12.55	TRUE	TRUE	TRUE	[u'Children - Fiction & Literature']	Aladdin	9/30/14	304	66	4.5
Killing Patton: The Strange Death of World War II's Most Audacious General	Bill O'Reilly	18.54	TRUE	TRUE	TRUE	"[u'U.S. Armed Forces - Biography', u'United States History - 20th Century - Wars & Conflict', u'United States Armed Forces', u'World War II']"	"Holt, Henry & Company, Inc."	9/23/14	368	195	4
The Blood of Olympus (B&N Exclusive Edition) (Heroes of Olympus Series #5)	Rick Riordan	11.99	TRUE	TRUE	TRUE	"[u'Legends, Myths & Fables', u'Children - Fiction & Literature']"	Disney-Hyperion	10/7/14	528	497	4.5
Thunderstruck	Erik Larson	11.11	TRUE	TRUE	TRUE	"[u'Social & Cultural Aspects of Technology', u'Scientists - Biography', u'Murder', u'Radio', u'Social & Cultural Aspects of Technology', u'Media & Communications', u'Scientists - Biography', u'Social & Cultural History', u'Scientists, Inventors, & Naturalists']"	Crown Publishing Group	9/25/07	480	201	4
Leaving Time	Jodi Picoult	17.13	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Random House Publishing Group	10/14/14	416	37	3.5
Burn (Michael Bennett Series #7)	James Patterson	16.8	TRUE	TRUE	TRUE	[u'Mystery & Crime']	"Little, Brown and Company"	9/29/14	432	47	4
Wouldn't Take Nothing for My Journey Now	Maya Angelou	6.99	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'Religious Inspiration', u'African American Biography & Memoir', u'General & Miscellaneous Religion', u""Women's Biography"", u'Personal Growth', u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography"", u'Inspiration', u'African American Biography']"	Random House Publishing Group	10/28/94	139	7	4
Wouldn't Take Nothing for My Journey Now	Maya Angelou	6.99	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'Religious Inspiration', u'African American Biography & Memoir', u'General & Miscellaneous Religion', u""Women's Biography"", u'Personal Growth', u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography"", u'Inspiration', u'African American Biography']"	Random House Publishing Group	10/28/94	139	7	4
#GIRLBOSS	Sophia Amoruso	16.49	TRUE	TRUE	FALSE	"[u'Business Life & Skills', u'Small Business', u""Women's Biography"", u'Business Biography', u""Women's Biography""]"	Portfolio Hardcover	5/6/14	256	12	4.5
The Contract	Derek Jeter	11.03	TRUE	TRUE	TRUE	[u'Children - Fiction & Literature']	Simon & Schuster/Paula Wiseman Books	9/23/14	176	6	5
Three Weeks with My Brother	Nicholas Sparks	15	TRUE	TRUE	TRUE	"[u'Travel Essays & Descriptions', u'Family Memoirs - Biography']"	Warner Books (NY)	1/3/06	368	339	4.5
The Pillars of the Earth	Ken Follett	9.99	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Penguin Group (USA) Incorporated	6/29/10	1008	2587	4.5
Mr. Miracle: A Christmas Novel	Debbie Macomber	11.88	TRUE	TRUE	TRUE	"[u'Romance', u'Fiction Subjects']"	Random House Publishing Group	10/7/14	272	24	3.5
"The Mystery of the Shemitah: The 3,000-Year-Old Mystery That Holds the Secret of America's Future, the World's Future, and Your Future!"	Jonathan Cahn	10.46	TRUE	FALSE	TRUE	"[u'Astrology & Divination', u'Bibles & Bible Studies', u'Future Studies & Forecasting']"	Charisma Media	9/2/14	288	17	4.5
"The Innovators: How a Group of Hackers, Geniuses, and Geeks Created the Digital Revolution"	Walter Isaacson	21.21	TRUE	TRUE	TRUE	"[u'Scientists - Biography', u'Computer Business & Culture', u'Electrical & Electronic Engineering', u'Scientists - Biography', u'Technology Industries', u'Electrical & Electronic Engineering', u'Scientists, Inventors, & Naturalists']"	Simon & Schuster	10/7/14	560	8	2.5
"Act Like a Success, Think Like a Success: Discovering Your Gift and the Way to Life's Riches"	Steve Harvey	15.97	TRUE	TRUE	TRUE	[u'Personal Growth']	HarperCollins Publishers	9/9/14	240	17	4
Neil Armstrong: A Life of Flight	Jay Barbree	20.56	TRUE	TRUE	TRUE	"[u'Scientists - Biography', u'Scientists - Biography', u'Astronomy', u'Astronomy', u'Scientists, Inventors, & Naturalists']"	St. Martin's Press	7/8/14	384	7	3.5
The Everything Store: Jeff Bezos and the Age of Amazon	Brad Stone	15.73	TRUE	TRUE	TRUE	"[u'E-Commerce', u'Computer Business & Culture', u'Business Biography']"	"Little, Brown and Company"	10/15/13	384	7	5
The Immortal Life of Henrietta Lacks	Rebecca Skloot	11.04	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'United States History - African American History', u'Basic Sciences', u'Administration & Management', u'African American History', u'African American Biography & Memoir', u'United States History - General & Miscellaneous', u'Reference - Medicine', u'Biotechnology & Bioinformatics', u'Biology & Life Sciences', u'Family Memoirs - Biography', u'Clinical Medicine', u""Women's History"", u'Biology', u'Ethics & Moral Philosophy', u'African American Biography', u'Cytology']"	Crown Publishing Group	3/8/11	381	2471	4
The Immortal Life of Henrietta Lacks	Rebecca Skloot	11.04	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'United States History - African American History', u'Basic Sciences', u'Administration & Management', u'African American History', u'African American Biography & Memoir', u'United States History - General & Miscellaneous', u'Reference - Medicine', u'Biotechnology & Bioinformatics', u'Biology & Life Sciences', u'Family Memoirs - Biography', u'Clinical Medicine', u""Women's History"", u'Biology', u'Ethics & Moral Philosophy', u'African American Biography', u'Cytology']"	Crown Publishing Group	3/8/11	381	2471	4
The Hiding Place	Corrie ten Boom	8.5	TRUE	TRUE	TRUE	"[u'General & Miscellaneous European History', u'War Narratives', u'German History', u""Women's Biography"", u'Historical Biography', u'Christian Biography', u'Religious Biography', u'Jewish History', u""Women's Biography"", u'Christian Life', u'World War II']"	Baker Publishing Group	1/1/06	272	277	4.5
"Muchas Vidas, Muchas Sabios (Many Lives, Many Masters)"	Brian L. Weiss	11.69	TRUE	FALSE	FALSE	"[u'General & Miscellaneous Biography', u'Alternative Spirituality', u'Healing']"	Touchstone	9/20/95	176	3	4.5
The Immortal Life of Henrietta Lacks	Rebecca Skloot	11.04	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'United States History - African American History', u'Basic Sciences', u'Administration & Management', u'African American History', u'African American Biography & Memoir', u'United States History - General & Miscellaneous', u'Reference - Medicine', u'Biotechnology & Bioinformatics', u'Biology & Life Sciences', u'Family Memoirs - Biography', u'Clinical Medicine', u""Women's History"", u'Biology', u'Ethics & Moral Philosophy', u'African American Biography', u'Cytology']"	Crown Publishing Group	3/8/11	381	2471	4
"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia"	Elizabeth Gilbert	9.75	TRUE	TRUE	TRUE	"[u""Women's Biography"", u'Travel Essays & Descriptions', u'Religious Biography', u""Women's Biography"", u'Literary Biography']"	Viking Penguin	1/30/07	352	3390	3.5
Brain on Fire: My Month of Madness	Susannah Cahalan	9.28	TRUE	TRUE	TRUE	"[u""Women's Biography"", u""Women's Biography"", u'Patient Narratives', u'Health - Diseases & Disorders']"	Simon & Schuster	8/6/13	266	193	4.5
This Is the Story of a Happy Marriage	Ann Patchett	12.35	TRUE	TRUE	TRUE	"[u'Essays', u""Women's Biography"", u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography""]"	HarperCollins Publishers	10/7/14	320	15	4
The Last Days of Socrates	Plato	7.86	TRUE	FALSE	FALSE	"[u'Historical Biography - Ancient Era', u'Platonism', u'Courts & Trial Practice', u'Greece - Ancient History', u'Fiction & Literature Classics', u'Ancient Greek Philosophy']"	Penguin Group (USA) Incorporated	4/15/03	272	8	4
Stop the Coming Civil War: My Savage Truth	Michael Savage	15.99	TRUE	TRUE	TRUE	"[u'Political Theory & Ideology', u'U.S. Politics in the Post Cold-War Era', u'U.S. Politics - General & Miscellaneous']"	Center Street	10/7/14	320	42	4.5
"I'll Drink to That: A Life in Style, with a Twist"	Betty Halbreich	19.04	TRUE	TRUE	FALSE	"[u""Women's Biography"", u'General & Miscellaneous Biography', u""Women's Biography"", u'Fashion & Costume - History']"	Penguin Group (USA)	9/4/14	304	3	3.5
The Nixon Defense: What He Knew and When He Knew It	John W. Dean	25.12	TRUE	TRUE	FALSE	"[u'United States History - 20th Century - 1945 to 2000', u'Political Biography', u'Politics & Government - General & Miscellaneous', u'U.S. Politics - History', u'True Crime']"	Viking Adult	7/29/14	784	21	5
The Road	Cormac McCarthy	9.91	TRUE	TRUE	TRUE	"[u'American Fiction', u'World Literature', u'Fiction Subjects', u'Science Fiction & Fantasy']"	Knopf Doubleday Publishing Group	3/28/07	304	1863	4
"An Astronaut's Guide to Life on Earth: What Going to Space Taught Me About Ingenuity, Determination, and Being Prepared for Anything"	Chris Hadfield	19.32	TRUE	TRUE	TRUE	"[u'Scientists - Biography', u'Personal Growth', u'Scientists - Biography', u'Astronomy', u'Astronomy', u'Scientists, Inventors, & Naturalists']"	"Little, Brown and Company"	10/29/13	304	12	4.5
"Handbook for an Unpredictable Life: How I Survived Sister Renata and My Crazy Mother, and Still Came Out Smiling (with Great Hair)"	Rosie Perez	20.15	TRUE	TRUE	TRUE	"[u'Film Biographies & Interviews', u'Puerto Ricans', u'Entertainment Biography', u""Women's Biography"", u'United States Studies', u'Ethnic & Minority Studies - United States', u""Women's Biography"", u'Latinos/Hispanics - Biography']"	Crown Publishing Group	2/25/14	336	22	4.5
Bless Her Dead Little Heart	Miranda James	7.99	TRUE	FALSE	FALSE	[u'Mystery & Crime']	Penguin Group (USA)	10/7/14	304	4	5
My Beloved World	Sonia Sotomayor	10.34	TRUE	TRUE	TRUE	"[u'Puerto Ricans', u'Legal Figures, Law Enforcers, & Criminals', u""Women's Biography"", u'United States Studies', u'U.S. - Political Biography', u'Supreme Court', u'Ethnic & Minority Studies - United States', u""Women's Biography"", u'Judicial Branch', u'Latinos/Hispanics - Biography']"	Knopf Doubleday Publishing Group	1/7/14	432	120	4
Fire Shut Up in My Bones	Charles M. Blow	17.43	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'African American Biography & Memoir', u'Journalism', u'General & Miscellaneous Biography', u'News & Media Biography', u'African American Biography']"	Houghton Mifflin Harcourt	9/23/14	240	5	3
I Know Why the Caged Bird Sings	Maya Angelou	6.99	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'African American Biography & Memoir', u'United States Studies', u'American Fiction', u'Peoples & Cultures - Fiction', u'Family - Assorted Topics', u'Social Sciences - General & Miscellaneous', u'Teens - Biography', u""Women's Biography"", u""Teens - Women's Studies"", u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography"", u'African American Biography']"	Random House Publishing Group	4/21/09	289	479	4
I Know Why the Caged Bird Sings	Maya Angelou	6.99	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'African American Biography & Memoir', u'United States Studies', u'American Fiction', u'Peoples & Cultures - Fiction', u'Family - Assorted Topics', u'Social Sciences - General & Miscellaneous', u'Teens - Biography', u""Women's Biography"", u""Teens - Women's Studies"", u'US & Canadian Literary Biography', u""Women's Biography"", u""Literary Figures - Women's Biography"", u'African American Biography']"	Random House Publishing Group	4/21/09	289	479	4
Lila	Marilynne Robinson	15.99	TRUE	TRUE	TRUE	"[u'American Fiction', u'World Literature', u'Fiction Subjects']"	"Farrar, Straus and Giroux"	10/7/14	272	2	4
The Sinatra Club: My Life Inside the New York Mafia	Sal Polisi	5.38	TRUE	TRUE	FALSE	"[u'Legal Figures, Law Enforcers, & Criminals', u'General & Miscellaneous Biography', u'True Crime']"	Gallery Books	7/24/12	386	7	4.5
Wild: From Lost to Found on the Pacific Crest Trail	Cheryl Strayed	9.71	TRUE	TRUE	TRUE	"[u""Women's Biography"", u'Outdoor & Adventure Sports', u""Women's Biography""]"	Knopf Doubleday Publishing Group	3/26/13	336	339	4
"Call the Midwife: A Memoir of Birth, Joy, and Hard Times"	Jennifer Worth	9.04	TRUE	TRUE	TRUE	"[u'Nursing', u""Women's Biography"", u'Health-Related Professions', u'Medical Figures', u""Women's Biography"", u'Clinical Medicine']"	Penguin Group (USA)	8/29/12	352	140	4.5
Viper Pilot: A Memoir of Air Combat	Dan Hampton	6.28	TRUE	TRUE	FALSE	"[u'Military Biography', u'United States Armed Forces', u'Aviation', u'Aviation - Military']"	HarperCollins Publishers	10/2/12	336	28	4
"The Railway Man: A POW's Searing Account of War, Brutality and Forgiveness"	Eric Lomax	10.97	TRUE	TRUE	FALSE	"[u'Japanese History', u'Railroads', u'War Narratives', u'Southeast Asian History', u'Historical Biography', u'Military Biography', u'General & Miscellaneous Military History', u'World War II']"	"Norton, W. W. & Company, Inc."	4/11/14	288	9	4
Storm Front (Virgil Flowers Series #7)	John Sandford	9.99	TRUE	TRUE	TRUE	[u'Mystery & Crime']	Penguin Group (USA)	9/30/14	416	196	3.5
A New Earth: Awakening to Your Life's Purpose	Eckhart Tolle	10.27	TRUE	TRUE	TRUE	"[u'New Age & Alternative Beliefs - General & Miscellaneous', u'General & Miscellaneous Religion', u'Personal Growth']"	Penguin Group (USA)	1/30/08	336	305	4
Starry Night (Signed Book)	Debbie Macomber	15.93	FALSE	TRUE	FALSE	[u'Romance']	Random House Publishing Group	10/8/13	256	5	5
Dr. Mutter's Marvels: A True Tale of Intrigue and Innovation at the Dawn of Modern Medicine	Cristin O'Keefe Aptowicz	17.39	TRUE	TRUE	FALSE	"[u'Reference - Medicine', u'Medical Figures', u'Clinical Medicine', u'Patient Narratives']"	Gotham	9/4/14	384	4	5
Death of a King: The Real Story of Dr. Martin Luther King Jr.'s Final Year	Tavis Smiley	22.95	TRUE	TRUE	TRUE	"[u'African Americans - General & Miscellaneous', u'United States History - African American History', u'African American History', u'African American Biography & Memoir', u'Labor Leaders, Activists, & Social Reformers', u'Civil & Human Rights', u'United States History - 20th Century - 1945 to 2000', u'U.S. - Political Biography', u'True Crime', u'General & Miscellaneous World History', u'African American Biography']"	"Little, Brown and Company"	9/9/14	288	4	4.5
The Lightning Thief (Percy Jackson and the Olympians Series #1)	Rick Riordan	7.99	TRUE	TRUE	TRUE	"[u'Legends, Myths & Fables', u'Children - Fiction & Literature']"	Disney-Hyperion	4/1/06	377	10598	4.5
"The Worldly Philosophers: The Lives, Times And Ideas Of The Great Economic Thinkers"	Robert L. Heilbroner	14.94	FALSE	TRUE	TRUE	"[u'Social Scientists & Scholars', u'General & Miscellaneous Philosophy', u'Economic Theory & Schools of Thought']"	Touchstone	8/28/99	368	34	4
Sisters	Raina Telgemeier	7.13	TRUE	TRUE	FALSE	"[u'Children - Biography', u'Children - Fiction & Literature']"	"Scholastic, Inc."	8/26/14	208	22	5
The Poisonwood Bible	Barbara Kingsolver	12.31	TRUE	TRUE	TRUE	"[u'American Fiction', u'World Literature', u'Fiction Subjects']"	HarperCollins Publishers	7/5/05	576	702	4.5
Please Stop Laughing at Me: One Woman's Inspirational Story	Jodee Blanco	11.84	TRUE	TRUE	TRUE	"[u'Legal Figures, Law Enforcers, & Criminals', u'Education - Social & Political Aspects', u'Emotional Healing', u'Peoples & Cultures - Biography', u'Psychology - Theory, History & Research', u'Patient Narratives', u'Family Issues', u'Teens - Biography', u'General & Miscellaneous Biography', u""Women's Biography"", u'Family Memoirs - Biography', u""Teens - Women's Studies"", u""Women's Biography"", u'Teenagers']"	Adams Media Corporation	7/18/10	304	193	4
The World According to Bob: The Further Adventures of One Man and His Streetwise Cat	James Bowen	16.43	TRUE	TRUE	FALSE	"[u'Pets', u'General & Miscellaneous Biography', u'Cats', u'Family Memoirs - Biography']"	St. Martin's Press	5/27/14	304	11	4.5
Slow Dancing with a Stranger: Lost and Found in the Age of Alzheimer's	Meryl Comer	21.03	TRUE	TRUE	FALSE	"[u'Health', u'Family Memoirs - Biography', u'Aging & Eldercare', u'Medical Figures', u'Patient Narratives', u'Health - Diseases & Disorders']"	HarperCollins Publishers	9/2/14	240	10	5
Slow Dancing with a Stranger: Lost and Found in the Age of Alzheimer's	Meryl Comer	21.03	TRUE	TRUE	FALSE	"[u'Health', u'Family Memoirs - Biography', u'Aging & Eldercare', u'Medical Figures', u'Patient Narratives', u'Health - Diseases & Disorders']"	HarperCollins Publishers	9/2/14	240	10	5
"Foxfire 3 : Animal Care, Banjos and Dulcimers, Hide Tanning, Summer and Fall Wild Plant Foods, Butter Churns, Ginseng, and Still More Affairs of Plai: Animal Care, Banjos and Dulcimers, Hide Tanning, Summer and Fall Wild Plant Foods, Butter Churns, G"	"Foxfire Fund, Inc."	12.46	FALSE	TRUE	FALSE	"[u'General & Miscellaneous Crafts & Hobbies', u'Americans - Regional Biography', u'United States Studies']"	Knopf Doubleday Publishing Group	7/28/75	512	2	4.5
A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II	Adam Makos	11.11	TRUE	TRUE	TRUE	"[u'War Narratives', u'Historical Biography', u'World War II', u'Aviation - Military']"	Penguin Group (USA)	5/6/14	400	231	4.5
Growing Up Duggar: It's All About Relationships	Jill Duggar	13.4	TRUE	TRUE	TRUE	"[u'Family - Assorted Topics', u""Women's Biography"", u'Family Memoirs - Biography', u""Women's Biography""]"	Howard Books	3/4/14	256	52	4.5
A Dance with Dragons (A Song of Ice and Fire #5)	George R. R. Martin	9.99	TRUE	TRUE	TRUE	[u'Science Fiction & Fantasy']	Random House Publishing Group	10/29/13	1152	3290	4.5
One Hundred Years of Solitude	Gabriel Garca Mrquez	9.12	FALSE	TRUE	TRUE	"[u'World Literature', u'Fiction Subjects']"	HarperCollins Publishers	2/21/06	448	297	4
The 5 Love Languages: The Secret to Love That Lasts	Gary Chapman	9.28	FALSE	FALSE	TRUE	"[u'Family - Assorted Topics', u'Relationships', u'Marriage', u'Christian Life']"	Moody Publishers	1/28/10	208	105	4.5
"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys?"	Billy Crystal	12.28	TRUE	TRUE	TRUE	"[u'Humor', u'Entertainment Biography', u'Comedy']"	St. Martin's Press	9/16/14	288	91	4
The Greater Journey: Americans in Paris	David McCullough	13.92	TRUE	TRUE	TRUE	"[u'Europe - Travel Essays & Descriptions', u'Peoples & Cultures - Biography', u'Travel Essays & Descriptions', u'Cities of Europe - Travel', u'France - Travel', u'French History', u'Travel - Cities of Europe']"	Simon & Schuster	5/15/12	576	339	3.5
Gift from the Sea	Anne Morrow Lindbergh	9.9	TRUE	TRUE	TRUE	"[u'Religious Inspiration', u'US & Canadian Literary Biography', u'Inspiration', u'Literary Biography']"	Knopf Doubleday Publishing Group	10/28/91	144	61	4
Lords & the New Creatures	Jim Morrison	10.71	FALSE	FALSE	FALSE	"[u'Poetry', u'Popular & Dance Music', u'Music Biography', u'Rock & Roll']"	Touchstone	10/15/71	144	10	4.5
Wild: From Lost to Found on the Pacific Crest Trail	Cheryl Strayed	9.71	TRUE	TRUE	TRUE	"[u""Women's Biography"", u'Outdoor & Adventure Sports', u""Women's Biography""]"	Knopf Doubleday Publishing Group	3/26/13	336	339	4
Shopaholic to the Stars (Shopaholic Series #7)	Sophie Kinsella	18.84	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Random House Publishing Group	10/21/14	496	6	2.5
"Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary"	Simon Winchester	11.75	TRUE	TRUE	TRUE	"[u'Social Scientists & Scholars', u'English Language Reference', u'Patient Narratives', u'British History - General & Miscellaneous']"	HarperCollins Publishers	7/5/05	288	98	4
Farewell to Manzanar	Jeanne Wakatsuki Houston	8.09	TRUE	TRUE	FALSE	"[u'Teens - Biography', u'Historical Biography', u'Teens - Military History', u'United States History - 20th Century - Wars & Conflict', u'Asians & Asian Americans - Biography', u'Ethnic & Minority Studies - United States', u'Asian American Studies', u'Teens - United States History', u'Peoples & Cultures - Fiction']"	Random House Children's Books	2/14/12	240	99	3.5
Lila	Marilynne Robinson	15.99	TRUE	TRUE	TRUE	"[u'American Fiction', u'World Literature', u'Fiction Subjects']"	"Farrar, Straus and Giroux"	10/7/14	272	2	4
Gone Girl (Movie Tie-In Edition)	Gillian Flynn	12.57	TRUE	TRUE	TRUE	[u'Fiction Subjects']	Crown Publishing Group	8/26/14	432	4881	4
A Piece of Cake: A Memoir	Cupcake Brown	10.3	TRUE	TRUE	TRUE	"[u'Sexuality', u'Legal Figures, Law Enforcers, & Criminals', u""Women's Biography"", u""Women's Biography"", u'Patient Narratives', u'Addiction & Recovery']"	Crown Publishing Group	4/10/07	472	511	4.5
Vision in White (Signed Book) (Nora Roberts' Bride Quartet Series #1)	Nora Roberts	20.85	TRUE	TRUE	TRUE	[u'Romance']	Penguin Group (USA)	1/30/14	352	1004	4
"You Can, You Will: 8 Undeniable Qualities of a Winner"	Joel Osteen	16.8	TRUE	TRUE	TRUE	"[u'Religious Inspiration', u'Christian Life']"	FaithWords	9/30/14	192	18	4.5
Sisters	Raina Telgemeier	7.13	TRUE	TRUE	FALSE	"[u'Children - Biography', u'Children - Fiction & Literature']"	"Scholastic, Inc."	8/26/14	208	22	5
Walking Home: A Pilgrimage from Humbled to Healed	Sonia Choquette	24.24	TRUE	TRUE	FALSE	"[u'Europe - Travel Essays & Descriptions', u'New Age & Alternative Beliefs - General & Miscellaneous', u""Women's Biography"", u'Europe - Travel', u""Women's Biography""]"	"Hay House, Inc."	9/30/14	384	7	5
Walking Home: A Pilgrimage from Humbled to Healed	Sonia Choquette	24.24	TRUE	TRUE	FALSE	"[u'Europe - Travel Essays & Descriptions', u'New Age & Alternative Beliefs - General & Miscellaneous', u""Women's Biography"", u'Europe - Travel', u""Women's Biography""]"	"Hay House, Inc."	9/30/14	384	7	5
